Address1,Addess2,Address3,Post_Code,Ward Code,Property_Type_Code,Commencement_Date,Number of Expressions of Interest
59 SCARGILL GRANGE,BURMANTOFTS,LEEDS,LS9 7ET,BR,2BMSF,07-APR-2014,85
59 SHAKESPEARE COURT,BURMANTOFTS,LEEDS,LS9 7UE,BR,2BMSF,03-NOV-2014,82
59 SHOLEBROKE STREET,CHAPELTOWN,LEEDS,LS7 3HH,CA,2BH,09-JUN-2014,153
59 SPRINGBANK ROAD,GILDERSOME,LEEDS,LS27 7DL,MN,1BF,24-MAR-2014,74
59 WYKEBECK MOUNT,OSMONDTHORPE,LEEDS,LS9 0HN,TN,2BH,05-MAY-2014,47
5A TORRE HILL,HAREHILLS,LEEDS,LS9 6JN,BR,1BF,08-DEC-2014,167
6 ABERFIELD DRIVE,BELLE ISLE,LEEDS,LS10 3PX,MI,3BH,01-SEP-2014,130
6 ALMA CLOSE,FARSLEY,LEEDS,LS28 5HT,CF,2BH,10-MAR-2014,23
6 AMBERTON GARDENS,GIPTON,LEEDS,LS8 3JN,GH,2BH,31-MAR-2014,198
6 APPLEBY PLACE,HALTON,LEEDS,LS15 0NH,TN,1BF,22-DEC-2014,36
6 APPLETON SQUARE,BURMANTOFTS,LEEDS,LS9 7RU,BR,3BMSF,07-JUL-2014,30
6 ARGIE ROAD,KIRKSTALL,LEEDS,LS4 2RD,KI,2BH,21-JUL-2014,77
6 BANK STREET,MORLEY,LEEDS,LS27 9JB,MN,2BF,21-APR-2014,33
6 BELLMOUNT CLOSE,BRAMLEY,LEEDS,LS13 2UW,BS,1/2BH,06-OCT-2014,33
6 BRANDER CLOSE,GIPTON,LEEDS,LS9 6NZ,GH,2BH,26-MAY-2014,35
6 BROOM ROAD,BELLE ISLE,LEEDS,LS10 3JY,MI,2BH,31-MAR-2014,29
6 BUTTERBOWL GARDENS,FARNLEY,LEEDS,LS12 5JF,FW,3BH,24-NOV-2014,51
6 CARBERRY TERRACE,BURLEY,LEEDS,LS6 1QH,HW,2BH,20-JAN-2014,72
6 CHAUCER AVENUE,PUDSEY,LEEDS,LS28 9DL,PU,1BF,20-JAN-2014,45
6 CHURCH GARDENS,GARFORTH,LEEDS,LS25 1HG,GS,C2S1BF,14-APR-2014,25
6 CLOVELLY ROW,HOLBECK,LEEDS,LS11 6DY,CH,1BH,15-DEC-2014,66
6 COLDCOTES CLOSE,GIPTON,LEEDS,LS9 6QB,GH,1BF,21-APR-2014,71
6 COMPTON TERRACE,BURMANTOFTS,LEEDS,LS9 7BZ,GH,2BH,13-JAN-2014,35
6 CORNWALL CRESCENT,ROTHWELL,LEEDS,LS26 0RA,RL,2BH,03-FEB-2014,152
6 CRAGSIDE GROVE,KIRKSTALL,LEEDS,LS5 3LZ,KI,3BH,14-JUL-2014,83
6 CRANMORE GROVE,BELLE ISLE,LEEDS,LS10 4QH,MI,C2S2BF,12-MAY-2014,35
6 DUFTON APPROACH,SEACROFT,LEEDS,LS14 6EA,KS,1BF,07-JUL-2014,55
6 DURRANT CLOSE,WALTON ROAD,WETHERBY,LS22 6RH,WY,C2S1BF,20-OCT-2014,28
6 ELTHAM COURT,WOODHOUSE,LEEDS,LS6 2TP,HW,C2S1BF,28-JUL-2014,12
6 FOUNDRY MILL TERRACE,SEACROFT,LEEDS,LS14 6TP,KS,4BH,19-MAY-2014,43
6 FOUNDRY MILL TERRACE,SEACROFT,LEEDS,LS14 6TP,KS,4BH,29-DEC-2014,41
6 GLEN GROVE,MORLEY,LEEDS,LS27 9HQ,MS,2BH,17-FEB-2014,97
6 GLENCOE GARDENS,KIPPAX,LEEDS,LS25 7QY,GS,1/2BF,21-JUL-2014,29
6 GRAYSON CREST,KIRKSTALL,LEEDS,LS4 2UB,KI,1BMSF,24-MAR-2014,1
6 HARLEY DRIVE,SWINNOW,LEEDS,LS13 4QZ,PU,2BH,28-JUL-2014,75
6 HEATHCROFT LAWN,BEESTON,LEEDS,LS11 8UE,BH,2BH,22-SEP-2014,118
6 HENSHAW AVENUE,YEADON,LEEDS,LS19 7TP,OY,C2S1BB,08-DEC-2014,62
6 HOLTDALE PLACE,HOLT PARK,LEEDS,LS16 7RJ,AW,1BF,16-JUN-2014,64
6 INGHAMS AVENUE,PUDSEY,LEEDS,LS28 7PG,PU,2BH,20-JAN-2014,74
6 INGLETON DRIVE,HALTON MOOR,LEEDS,LS15 0NU,TN,1BF,16-JUN-2014,83
6 INGLETON DRIVE,HALTON MOOR,LEEDS,LS15 0NU,TN,1BF,08-DEC-2014,38
6 INTAKE VIEW,MIDDLETON,LEEDS,LS10 4DZ,MI,3BH,03-NOV-2014,67
6 KELSALL TERRACE,BURLEY,LEEDS,LS6 1RD,HW,1BH,24-MAR-2014,137
6 KELSALL TERRACE,BURLEY,LEEDS,LS6 1RD,HW,1BH,28-APR-2014,1
6 KENTMERE GREEN,SEACROFT,LEEDS,LS14 1JU,KS,2BH,07-APR-2014,109
6 KENTMERE GREEN,SEACROFT,LEEDS,LS14 1JU,KS,2BH,18-AUG-2014,171
6 KIMBERLEY ROAD,HAREHILLS,LEEDS,LS9 6LZ,BR,1BF,26-MAY-2014,44
6 LANGBAR PLACE,WHINMOOR,LEEDS,LS14 5EN,CW,2BH,25-AUG-2014,192
6 LANSHAW ROAD,BELLE ISLE,LEEDS,LS10 3NZ,MI,2BH,08-SEP-2014,204
6 LATCHMERE VIEW,WEST PARK,LEEDS,LS16 5EF,KI,1BF,30-JUN-2014,124
6 LEA CROFT,STATION ROAD,OTLEY,LS21 3JF,OY,C2S1BB,31-MAR-2014,58
6 LEAFIELD TOWERS,MOORTOWN,LEEDS,LS17 5BR,MO,2BMSF,31-MAR-2014,18
6 LEASOWE AVENUE,HUNSLET,LEEDS,LS10 2HP,CH,1BF,31-MAR-2014,73
6 LEIGH ROAD,TINGLEY,WAKEFIELD,WF 3 1NX,AR,3BH,16-JUN-2014,31
6 LINCOLN ROAD,BURMANTOFTS,LEEDS,LS9 7NP,BR,3BH,21-JUL-2014,161
6 LINCOLN TOWERS,LINCOLN GREEN,LEEDS,LS9 7NR,BR,2BMSF,30-JUN-2014,35
6 LITTLEMOOR CRESCENT SOUTH,PUDSEY,LEEDS,LS28 8NW,PU,1BF,02-JUN-2014,70
6 LOW MOOR SIDE CLOSE,NEW FARNLEY,LEEDS,LS12 5RE,FW,3BH,21-APR-2014,12
6 MANORFIELD,BEESTON,LEEDS,LS11 8QA,BH,C1S1BB,14-APR-2014,36
6 MARDALE CRESCENT,SEACROFT,LEEDS,LS14 6DJ,KS,2BH,21-JUL-2014,157
6 MONKSWOOD BANK,SEACROFT,LEEDS,LS14 1DS,KS,3BH,22-SEP-2014,88
6 MONTAGU ROAD,HALLFIELD LANE,WETHERBY,LS22 6JY,WY,C2S1BB,24-MAR-2014,29
6 MOOR AVENUE,CLIFFORD,WETHERBY,LS23 6JZ,WY,2BH,13-JAN-2014,31
6 MOORHAVEN COURT,MOORTOWN,LEEDS,LS17 5LN,AL,C2S1BB,11-AUG-2014,32
6 MOUNT PLEASANT GARDENS,KIPPAX,LEEDS,LS25 7AR,KM,C2SBED,04-AUG-2014,2
6 NEVILLE PLACE,OSMONDTHORPE,LEEDS,LS9 0LH,TN,2BF,29-SEP-2014,39
6 NEWTON SQUARE,NEW FARNLEY,LEEDS,LS12 5DZ,FW,1BF,17-FEB-2014,64
6 NORMAN TOWERS,WEST PARK,LEEDS,LS16 5ER,KI,2BMSF,20-JAN-2014,8
6 OAKWELL ROAD,DRIGHLINGTON,BRADFORD,BD11 1DS,MN,2BH,26-MAY-2014,62
6 OWLCOTES TERRACE,PUDSEY,LEEDS,LS28 7PF,PU,2BH,13-JAN-2014,94
6 PEMBROKE GRANGE,GIPTON,LEEDS,LS9 6RH,GH,2BMSF,24-MAR-2014,1
6 POPLAR GREEN,BRAMLEY,LEEDS,LS13 4SL,AM,2BH,16-JUN-2014,159
6 QUEENSVIEW,SEACROFT,LEEDS,LS14 6PG,KS,C2S1MF,17-MAR-2014,15
6 QUEENSWAY,ROTHWELL,LEEDS,LS26 0NB,RL,2BF,11-AUG-2014,49
6 RAYNVILLE COURT,BRAMLEY,LEEDS,LS13 2QB,AM,2BMSF,16-JUN-2014,28
6 RED HALL VALE,WHINMOOR,LEEDS,LS14 1NU,CW,1/2BH,04-AUG-2014,148
6 ROSEDALE WALK,BELLE ISLE,LEEDS,LS10 3BE,MI,2BH,27-JAN-2014,69
6 SCOTT HALL DRIVE,CHAPELTOWN,LEEDS,LS7 2HP,CA,1BF,10-MAR-2014,69
6 SHAFTON VIEW,HOLBECK,LEEDS,LS11 9LQ,BH,1BH,08-SEP-2014,67
6 SISSONS MOUNT,MIDDLETON,LEEDS,LS10 4LR,MI,2BH,24-NOV-2014,85
6 SISSONS TERRACE,MIDDLETON,LEEDS,LS10 4LH,MI,2BF,01-DEC-2014,43
6 SLEDMERE CROFT,WHINMOOR,LEEDS,LS14 5DP,CW,1BF,24-NOV-2014,85
6 SPRING CLOSE AVENUE,CROSS GREEN,LEEDS,LS9 8RR,BR,2BH,01-DEC-2014,1
6 SPRINGFIELD PLACE,HUNSLET,LEEDS,LS10 2EH,CH,1/2BF,22-SEP-2014,62
6 ST AUGUSTINES COURT,HAREHILLS,LEEDS,LS8 5JB,GH,C2S1BF,30-JUN-2014,32
6 ST AUGUSTINES COURT,HAREHILLS,LEEDS,LS8 5JB,GH,C2S1BF,18-AUG-2014,27
6 STAINBECK ROAD,MEANWOOD,LEEDS,LS7 2QY,WE,1/2BF,24-FEB-2014,72
6 STONECLIFFE GARDENS,FARNLEY,LEEDS,LS12 5BA,FW,3BH,19-MAY-2014,25
6 SWINNOW WALK,SWINNOW,LEEDS,LS13 4NP,PU,1BF,25-AUG-2014,75
6 TARNSIDE DRIVE,SEACROFT,LEEDS,LS14 6BP,KS,2BH,03-NOV-2014,71
6 THE GROVE,HORSFORTH,LEEDS,LS18 4BB,HO,2BB,28-APR-2014,82
6 THIRD AVENUE,ARMLEY,LEEDS,LS12 1LA,AM,1/2BH,17-MAR-2014,53
6 THROSTLE DRIVE,MIDDLETON,LEEDS,LS10 4JW,MI,2BF,18-AUG-2014,22
6 TOWN STREET,BELLE ISLE,LEEDS,LS10 3PN,MI,2BF,20-OCT-2014,38
6 TYNWALD GARDENS,MOORTOWN,LEEDS,LS17 5NN,AL,1BF,28-JUL-2014,174
6 WAINCLIFFE PLACE,BEESTON,LEEDS,LS11 8HY,BH,2BH,15-SEP-2014,156
6 WATERLOO GROVE,PUDSEY,LEEDS,LS28 7PS,PU,2BH,24-MAR-2014,61
6 WESTERTON WALK,TINGLEY,WAKEFIELD,WF 3 1SU,AR,C2S1BB,16-JUN-2014,40
6 WESTFIELD AVENUE,KIPPAX,LEEDS,LS25 7LZ,KM,C2S2BB,26-MAY-2014,62
6 WHITE LAITHE COURT,WHINMOOR,LEEDS,LS14 2EQ,CW,C2S1BF,25-AUG-2014,24
6 WINROSE GROVE,BELLE ISLE,LEEDS,LS10 3DX,MI,1BF,20-OCT-2014,86
6 WOOLLIN AVENUE,TINGLEY,WAKEFIELD,WF 3 1EX,AR,3BH,17-NOV-2014,67
6 WYTHER PARK ROAD,ARMLEY,LEEDS,LS12 2RU,AM,3BH,17-FEB-2014,27
6 WYTHER PARK TERRACE,ARMLEY,LEEDS,LS12 2SF,AM,3BH,24-MAR-2014,42
60 APPLETON CLOSE,BURMANTOFTS,LEEDS,LS9 7RT,BR,3BMSF,13-OCT-2014,19
60 BANK AVENUE,MORLEY,LEEDS,LS27 9JD,MN,2BF,24-MAR-2014,40
60 BAWN DRIVE,FARNLEY,LEEDS,LS12 5QN,FW,3BH,20-OCT-2014,37
60 BROOKLANDS LANE,SEACROFT,LEEDS,LS14 6QG,KS,1BF,13-JAN-2014,1
60 CARDINAL ROAD,BEESTON,LEEDS,LS11 8EX,BH,1BF,03-NOV-2014,34
60 CHERRY COURT,BURMANTOFTS,LEEDS,LS9 7LX,BR,1BMSF,03-MAR-2014,158
60 CLAYTON COURT,WEST PARK,LEEDS,LS16 5EH,KI,3BMSF,21-APR-2014,8
60 CRANMER BANK,MOORTOWN,LEEDS,LS17 5JZ,AL,2BF,06-JAN-2014,1
60 CROMWELL HEIGHTS,LINCOLN GREEN,LEEDS,LS9 7SQ,BR,1BMSF,28-APR-2014,116
60 GLENSDALE GROVE,EAST END PARK,LEEDS,LS9 9JL,BR,2BH,10-NOV-2014,24
60 GRAYSON CREST,KIRKSTALL,LEEDS,LS4 2UB,KI,2BMSF,23-JUN-2014,23
60 HEPWORTH AVENUE,CHURWELL,LEEDS,LS27 7RJ,MN,1BF,16-JUN-2014,146
60 HOLLINS GROVE,ALLERTON BYWATER,CASTLEFORD,WF10 2HZ,KM,C2S1BF,08-DEC-2014,3
60 KENTMERE RISE,SEACROFT,LEEDS,LS14 6QN,KS,1BF,14-JUL-2014,95
60 LANGLEY CRESCENT,BRAMLEY,LEEDS,LS13 1AY,BS,1BF,17-MAR-2014,98
60 LINCOLN TOWERS,LINCOLN GREEN,LEEDS,LS9 7NR,BR,1BMSF,22-DEC-2014,75
60 LINDSEY MOUNT,BURMANTOFTS,LEEDS,LS9 7PF,BR,1BMSF,12-MAY-2014,125
60 LOVELL PARK TOWERS,SHEEPSCAR,LEEDS,LS7 1DR,HW,1BMSF,17-MAR-2014,147
60 MARSDEN COURT,FARSLEY,LEEDS,LS28 5SH,CF,C2S1MF,31-MAR-2014,9
60 RAMSHEAD HEIGHTS,SEACROFT,LEEDS,LS14 6PU,KS,1BMSF,20-OCT-2014,53
60 RATHMELL ROAD,HALTON MOOR,LEEDS,LS15 0NZ,TN,2BH,17-MAR-2014,45
60 RAYWOOD CLOSE,YEADON,LEEDS,LS19 7LB,OY,1BF,20-JAN-2014,93
60 ROCHEFORD CLOSE,HUNSLET,LEEDS,LS10 2LR,CH,1BF,10-MAR-2014,149
60 ROKER LANE,PUDSEY,LEEDS,LS28 9HW,PU,3BH,31-MAR-2014,60
60 RYCROFT AVENUE,SWINNOW,LEEDS,LS13 4NJ,PU,3BH,27-OCT-2014,41
60 SCOTT HALL AVENUE,CHAPELTOWN,LEEDS,LS7 2HL,CA,2BH,30-JUN-2014,96
60 SHERBURN COURT,WHINMOOR,LEEDS,LS14 5DQ,CW,C2S2MF,16-JUN-2014,6
61 APPLETON SQUARE,BURMANTOFTS,LEEDS,LS9 7RU,BR,3BMSF,28-APR-2014,37
61 BAWN GARDENS,FARNLEY,LEEDS,LS12 5QL,FW,3BH,27-JAN-2014,11
61 BROADLEA GROVE,BRAMLEY,LEEDS,LS13 2SS,BS,4BH,24-NOV-2014,25
61 BROOKLANDS TOWERS,SEACROFT,LEEDS,LS14 6PL,KS,2BMSF,27-OCT-2014,18
61 BROOM TERRACE,BELLE ISLE,LEEDS,LS10 3JT,MI,2BH,17-MAR-2014,119
61 CARDINAL CRESCENT,BEESTON,LEEDS,LS11 8HQ,BH,2BF,04-AUG-2014,37
61 CARDINAL ROAD,BEESTON,LEEDS,LS11 8EY,BH,3BH,30-JUN-2014,69
61 CLAYTON COURT,WEST PARK,LEEDS,LS16 5EH,KI,3BMSF,16-JUN-2014,7
61 CLAYTON COURT,WEST PARK,LEEDS,LS16 5EH,KI,3BMSF,28-JUL-2014,8
61 CORONATION PARADE,HALTON MOOR,LEEDS,LS15 0BN,TN,3BH,28-APR-2014,22
61 FAWCETT GARDENS,WORTLEY,LEEDS,LS12 4TS,FW,1BF,20-JAN-2014,46
61 FAWCETT GARDENS,WORTLEY,LEEDS,LS12 4TS,FW,1BF,20-OCT-2014,30
61 HEIGHTS DRIVE,ARMLEY,LEEDS,LS12 3SY,FW,1BF,01-DEC-2014,97
61 KENTMERE APPROACH,SEACROFT,LEEDS,LS14 1JW,KS,1BF,14-APR-2014,116
61 MARSTON MOUNT,LINCOLN GREEN,LEEDS,LS9 7PA,BR,2BMSF,07-APR-2014,14
61 MIDDLETON PARK GROVE,MIDDLETON,LEEDS,LS10 4BG,MI,3BH,14-APR-2014,104
61 MIDDLETON ROAD,MORLEY,LEEDS,LS27 8DH,MS,2BH,17-MAR-2014,179
61 MONKSWOOD AVENUE,SEACROFT,LEEDS,LS14 1DH,KS,1BF,06-OCT-2014,85
61 MORESDALE LANE,SEACROFT,LEEDS,LS14 6SX,KS,3BH,24-NOV-2014,20
61 NASEBY GRANGE,BURMANTOFTS,LEEDS,LS9 7TE,BR,2BMSF,07-APR-2014,52
61 PARKWOOD CRESCENT,BEESTON,LEEDS,LS11 5RF,BH,3BH,17-MAR-2014,55
61 POPLAR COURT,BRAMLEY,LEEDS,LS13 4SR,AM,1BMSF,17-MAR-2014,37
61 RAMSHEAD HEIGHTS,SEACROFT,LEEDS,LS14 6PU,KS,2BMSF,13-OCT-2014,7
61 RYDAL DRIVE,MORLEY,LEEDS,LS27 8SQ,MS,2BF,03-FEB-2014,54
61 SEAFORTH ROAD,HAREHILLS,LEEDS,LS9 6AJ,GH,2BH,10-FEB-2014,35
61 THE CRESCENT,GARFORTH,LEEDS,LS25 2EU,GS,2BH,10-MAR-2014,44
61 THE HEIGHTS EAST,ARMLEY,LEEDS,LS12 3TT,FW,2BMSF,13-OCT-2014,7
61 TORRE GARDENS,BURMANTOFTS,LEEDS,LS9 7RN,BR,2BMSF,07-APR-2014,40
61 VICTORIA AVENUE,EAST END PARK,LEEDS,LS9 9DJ,BR,3BH,13-OCT-2014,36
62 AMBERTON CRESCENT,GIPTON,LEEDS,LS8 3JE,GH,3BH,20-JAN-2014,54
62 BROADLEA AVENUE,BRAMLEY,LEEDS,LS13 2SZ,BS,4BH,22-DEC-2014,29
62 BROADLEA OVAL,BRAMLEY,LEEDS,LS13 2SU,BS,1BF,22-DEC-2014,64
62 BROADLEA TERRACE,BRAMLEY,LEEDS,LS13 2SQ,BS,2BH,03-NOV-2014,1
62 BROOKLANDS LANE,SEACROFT,LEEDS,LS14 6QG,KS,1BF,10-FEB-2014,85
62 CLYDE GRANGE,ARMLEY,LEEDS,LS12 1XR,AM,2BMSF,31-MAR-2014,15
62 FAIRFAX AVENUE,DRIGHLINGTON,BRADFORD,BD11 1DN,MN,3BH,08-DEC-2014,22
62 HANSBY AVENUE,SEACROFT,LEEDS,LS14 6LP,KS,2BH,19-MAY-2014,1
62 HEBDEN WALK,WHINMOOR,LEEDS,LS14 2BG,CW,1BF,28-JUL-2014,42
62 HOLTDALE AVENUE,HOLT PARK,LEEDS,LS16 7SG,AW,1BF,28-APR-2014,67
62 HOLTDALE WAY,HOLT PARK,LEEDS,LS16 7SJ,AW,3BH,06-OCT-2014,1
62 RAYWOOD CLOSE,YEADON,LEEDS,LS19 7LB,OY,1BF,15-DEC-2014,89
62 STANKS DRIVE,STANKS,LEEDS,LS14 5QD,CW,3BH,03-FEB-2014,101
62 SUMMERFIELD DRIVE,BRAMLEY,LEEDS,LS13 1AL,BS,1BF,14-JUL-2014,99
62 THIRD AVENUE,ARMLEY,LEEDS,LS12 1LA,AM,1/2BF,28-APR-2014,18
62 WAINCLIFFE PLACE,BEESTON,LEEDS,LS11 8HT,BH,2BH,22-DEC-2014,207
62 WORTLEY HEIGHTS,ARMLEY,LEEDS,LS12 1JF,AM,2BMSF,03-NOV-2014,19
62 WORTLEY TOWERS,ARMLEY,LEEDS,LS12 1JQ,AM,2BMSF,12-MAY-2014,9
63 ABERFIELD DRIVE,BELLE ISLE,LEEDS,LS10 3PY,MI,1BF,21-APR-2014,114
63 ALDERTON BANK,MOORTOWN,LEEDS,LS17 5LP,AL,3BH,10-MAR-2014,86
63 BAWN APPROACH,FARNLEY,LEEDS,LS12 5BZ,FW,3BH,24-NOV-2014,39
63 BAWN AVENUE,FARNLEY,LEEDS,LS12 5QT,FW,3BH,27-JAN-2014,26
63 BUTTERBOWL GARDENS,FARNLEY,LEEDS,LS12 5JF,FW,2BF,02-JUN-2014,9
63 CRESCENT TOWERS,HOLBECK,LEEDS,LS11 5UR,CH,1BMSF,22-SEP-2014,56
63 CROMWELL HEIGHTS,LINCOLN GREEN,LEEDS,LS9 7SH,BR,2BMSF,12-MAY-2014,40
63 DENNIL ROAD,MANSTON,LEEDS,LS15 8SB,CW,3BH,29-SEP-2014,141
63 EAST PARK STREET,EAST END PARK,LEEDS,LS9 9NF,BR,3BH,23-JUN-2014,24
63 FOUNDRY PLACE,HAREHILLS,LEEDS,LS9 6BU,GH,1BF,08-DEC-2014,125
63 GLEN ROAD,MORLEY,LEEDS,LS27 9EZ,MS,3BH,12-MAY-2014,107
63 HEIGHTS WAY,ARMLEY,LEEDS,LS12 3SN,FW,3BH,06-JAN-2014,65
63 HELSTON ROAD,MIDDLETON,LEEDS,LS10 4PD,MI,2BH,19-MAY-2014,87
63 LANDSEER DRIVE,BRAMLEY,LEEDS,LS13 2QU,BS,1BF,30-JUN-2014,46
63 MILLSHAW ROAD,BEESTON,LEEDS,LS11 8EW,BH,2BF,06-OCT-2014,19
63 NORTH FARM ROAD,GIPTON,LEEDS,LS8 3LZ,GH,2BH,16-JUN-2014,118
63 NORTHCOTE CRESCENT,HOLBECK,LEEDS,LS11 6NL,CH,1BF,24-MAR-2014,81
63 OLD FARM DRIVE,WEST PARK,LEEDS,LS16 5DX,KI,3BH,01-SEP-2014,227
63 POTTERNEWTON COURT,CHAPEL ALLERTON,LEEDS,LS7 3RP,CA,1BF,10-MAR-2014,70
63 WAVERLEY GARTH,HOLBECK,LEEDS,LS11 6AG,CH,2BM,15-DEC-2014,1
63 WOODSLEY ROAD,BURLEY,LEEDS,LS6 1SB,HW,3BH,30-JUN-2014,92
64 ACRE ROAD,MIDDLETON,LEEDS,LS10 4DG,MI,3BH,03-FEB-2014,19
64 ASCOT TERRACE,EAST END PARK,LEEDS,LS9 9JB,BR,1BF,08-DEC-2014,115
64 BELINDA STREET,HUNSLET,LEEDS,LS10 2PY,CH,1BF,03-NOV-2014,111
64 COPPICE WOOD GROVE,GUISELEY,LEEDS,LS20 9JU,GR,2BF,16-JUN-2014,48
64 COTTINGLEY TOWERS,COTTINGLEY,LEEDS,LS11 0JH,BH,2BMSF,23-JUN-2014,11
64 CROMWELL HEIGHTS,LINCOLN GREEN,LEEDS,LS9 7SH,BR,1BMSF,22-SEP-2014,45
64 DUFTON APPROACH,SEACROFT,LEEDS,LS14 6EA,KS,1BF,27-JAN-2014,66
64 FAIRFIELD CRESCENT,BRAMLEY,LEEDS,LS13 3EB,BS,3BH,28-APR-2014,14
64 FAIRFIELD HILL,BRAMLEY,LEEDS,LS13 3DJ,BS,3BH,14-APR-2014,57
64 GANNERS WAY,BRAMLEY,LEEDS,LS13 2PF,BS,1BF,14-APR-2014,29
64 GARGRAVE COURT,BURMANTOFTS,LEEDS,LS9 7ER,BR,2BMSF,08-DEC-2014,53
64 KENTMERE APPROACH,SEACROFT,LEEDS,LS14 1JP,KS,3BH,23-JUN-2014,54
64 KENTMERE RISE,SEACROFT,LEEDS,LS14 6QN,KS,1BF,05-MAY-2014,169
64 LINCOMBE DRIVE,GLEDHOW,LEEDS,LS8 1PS,RO,2BM,21-JUL-2014,24
64 OAK TREE CRESCENT,GIPTON,LEEDS,LS9 6SE,GH,1BF,15-SEP-2014,19
64 OATLAND COURT,SHEEPSCAR,LEEDS,LS7 1SE,HW,2BMSF,14-JUL-2014,29
64 PARKWAY TOWERS,SEACROFT,LEEDS,LS14 6UY,KS,2BMSF,27-JAN-2014,6
64 POPLAR COURT,BRAMLEY,LEEDS,LS13 4SR,AM,1BMSF,30-JUN-2014,39
64 RYCROFT GREEN,SWINNOW,LEEDS,LS13 4PD,PU,C2S2MF,11-AUG-2014,2
64 SCARGILL GRANGE,BURMANTOFTS,LEEDS,LS9 7ET,BR,2BMSF,22-SEP-2014,74
64 SCOTT HALL GROVE,CHAPELTOWN,LEEDS,LS7 3JL,CA,2BH,27-JAN-2014,196
64 SIR KARL COHEN SQUARE,ARMLEY,LEEDS,LS12 3BN,AM,C2SBED,07-JUL-2014,15
64 THORPE ROAD,PUDSEY,LEEDS,LS28 7HY,CF,1BF,19-MAY-2014,76
64 WALTON ROAD,WETHERBY,LEEDS,LS22 6RJ,WY,C2S1BF,16-JUN-2014,1
65 ABERFIELD DRIVE,BELLE ISLE,LEEDS,LS10 3PY,MI,1BF,27-JAN-2014,94
65 BURNSALL GRANGE,ARMLEY,LEEDS,LS12 3LG,AM,2BMSF,24-NOV-2014,30
65 EDEN MOUNT,KIRKSTALL,LEEDS,LS4 2UA,KI,3BM,31-MAR-2014,14
65 FAIRFIELD TERRACE,BRAMLEY,LEEDS,LS13 3DQ,BS,3BH,16-JUN-2014,67
65 GAMBLE HILL CROFT,BRAMLEY,LEEDS,LS13 4TG,FW,1BMSF,17-NOV-2014,28
65 HALTON MOOR AVENUE,OSMONDTHORPE,LEEDS,LS9 0HB,TN,2BF,03-MAR-2014,22
65 MOUNT PLEASANT GARDENS,KIPPAX,LEEDS,LS25 7AR,KM,3BM,08-DEC-2014,12
65 OATLAND COURT,SHEEPSCAR,LEEDS,LS7 1SE,HW,1BMSF,17-MAR-2014,122
65 POTTERNEWTON HEIGHTS,CHAPEL ALLERTON,LEEDS,LS7 3DE,CA,2BMSF,14-JUL-2014,10
65 RYDAL DRIVE,MORLEY,LEEDS,LS27 8SQ,MS,2BF,30-JUN-2014,90
65 SCOTLAND WOOD ROAD,MOORTOWN,LEEDS,LS17 5LR,AL,2BH,24-FEB-2014,293
65 SHAKESPEARE COURT,BURMANTOFTS,LEEDS,LS9 7UE,BR,2BMSF,24-NOV-2014,44
65 SISSONS CRESCENT,MIDDLETON,LEEDS,LS10 4LL,MI,3BH,24-MAR-2014,51
65 SISSONS CRESCENT,MIDDLETON,LEEDS,LS10 4LL,MI,3BH,21-APR-2014,2
65 SISSONS ROAD,MIDDLETON,LEEDS,LS10 4JY,MI,3BH,02-JUN-2014,53
65 SOUTH FARM ROAD,GIPTON,LEEDS,LS9 6QD,GH,3BH,11-AUG-2014,20
65 ST WILFRIDS CRESCENT,GIPTON,LEEDS,LS8 3PT,GH,3BH,27-JAN-2014,87
65 TINSHILL MOUNT,TINSHILL,LEEDS,LS16 7BA,WE,1BF,15-DEC-2014,75
65 WIDE LANE,MORLEY,LEEDS,LS27 8BU,MS,2BH,01-SEP-2014,191
65 WINROSE AVENUE,BELLE ISLE,LEEDS,LS10 3AJ,MI,2BH,15-DEC-2014,150
65 WYKEBECK MOUNT,OSMONDTHORPE,LEEDS,LS9 0HN,TN,2BH,10-NOV-2014,55
66 BELINDA STREET,HUNSLET,LEEDS,LS10 2PY,CH,1BF,18-AUG-2014,122
66 BISMARCK DRIVE,HOLBECK,LEEDS,LS11 6TA,CH,3BH,10-FEB-2014,18
66 BURNSALL GRANGE,ARMLEY,LEEDS,LS12 3LG,AM,1BMSF,03-MAR-2014,68
66 CARRFIELD ROAD,BARWICK IN ELMET,LEEDS,LS15 4JB,HA,C2S1BB,09-JUN-2014,26
66 FOUNDRY MILL WALK,SEACROFT,LEEDS,LS14 6TG,KS,4BH,24-NOV-2014,43
66 HASLEWOOD GREEN,BURMANTOFTS,LEEDS,LS9 7RF,BR,3BF,01-DEC-2014,53
66 HEIGHTS WAY,ARMLEY,LEEDS,LS12 3SN,FW,2BH,08-DEC-2014,70
66 HIGHWAYS,KILLINGBECK,LEEDS,LS14 6AS,KS,1BMSF,31-MAR-2014,38
66 INGLEWOOD PLACE,SEACROFT,LEEDS,LS14 6HH,KS,1BF,24-NOV-2014,77
66 LOVELL PARK HEIGHTS,SHEEPSCAR,LEEDS,LS7 1DW,HW,1BMSF,07-APR-2014,110
66 PARKWAY COURT,SEACROFT,LEEDS,LS14 6UU,KS,2BMSF,13-OCT-2014,8
66 POPLAR COURT,BRAMLEY,LEEDS,LS13 4SR,AM,2BMSF,10-FEB-2014,6
